wordlen,longest,letters,spaces,wordlist
8,recently,ceelnrty,16,creel elect enter entry erect leery teeny celery center centre recent relent tercel erectly lectern recently
8,recovery,ceeorrvy,9,corer cover covey coyer every rover coverer recover recovery
8,reindeer,deeeinrr,17,diner direr drier eerie eider ender erred rider denier eerier needer reined render needier nerdier reedier reindeer
8,renowned,deennorw,17,dower drone drown ender endow erode newer owned owner renew rewed rowed downer redone renown wonder renowned
8,reporter,eeoprrrt,12,error peter retro roper topee toper trope perter porter report terror reporter
8,republic,bceilpru,13,bluer cruel cuber curie lucre peril price pubic relic ruble ulcer public republic
8,required,deeiqrru,13,direr drier eider erred queer quire rider ruder durrie queried querier require required
8,resemble,beeelmrs,13,beers berms ember leers melee meres rebel reels beseem embers melees rebels resemble
8,rigorous,gioorrsu,12,giro ours rigs rugs sour giros orris rigor rigors rigour rigours rigorous
8,rollover,elloorrv,12,lore love oleo over role roll rove vole lover rover roller rollover
8,sandwich,acdhinsw,20,acids chads chain china chins dawns diwan hands hinds schwa swain wadis wains wands winch winds chains chinas danish sandwich
8,scaffold,acdfflos,20,caffs clads clods coals codas colas colds doffs fados foals focal folds loads loafs offal scald scoff scold offals scaffold
8,schedule,cdeehlsu,20,cedes clued clues deuce duels educe elude heeds heels leech slued suede deuces educes eludes leched leches seduce seclude schedule
8,sensible,beeilnss,16,belie biles bless bliss isles liens lines seine sense sines belies lenses lessen seines senile sensible
8,sentence,ceeennst,15,cent nest nets sect seen sent teen tees tens cents scene scent teens tense sentence
8,shinbone,behinnos,11,bison bones hones neons nines noise nones shine shone bonnie shinbone
8,shoehorn,ehhnoors,20,heron hoers honer hones honor horns horse noose senor shone shore shorn snore herons honers honors nosher sooner onshore shoehorn
8,shopping,ghinopps,14,hippo oping pings pions pongs hippos hoping hosing popish posing siphon hopping sopping shopping
8,silkworm,iklmorsw,11,kilos limos loris milks moils roils smirk swirl works worms silkworm
8,simplify,fiilmpsy,9,films filmy flips imply limps slimy flimsy simply simplify
8,slightly,ghillsty,19,gills gilts hills hilly hilts light lilts shill sight silly silty still styli tills lights slight lightly sightly slightly
8,sorcerer,ceeorrrs,20,core errs orcs ores roes rose seer sere sore corer cores error score scree serer sorer corers errors scorer sorcerer
8,specific,ccefiips,9,epic ices pecs pics pies spec ????? epics specific
8,squadron,adnoqrsu,17,adorn arson darns donas dorsa quads radon roads roans round sonar sound squad adorns around rounds squadron
8,squatted,adeqsttu,18,dates duets quads quest sated saute squad squat state stead taste teats astute stated statue tasted statued squatted
8,squirrel,eilqrrsu,15,lurer lures quire riles riser ruler rules slier surer quires risque rulers squire surlier squirrel
8,standard,aaddnrst,12,antra darns darts drats rants saran stand tarns trans strand dastard standard
8,standout,adnosttu,20,aunts autos daunt donas snout sound stand stoat stout stunt taunt toads toast touts tunas daunts donuts taunts astound standout
8,stockpot,ckoopstt,11,cooks coops coots pocks scoop scoot spook stock stoop toots stockpot
8,strength,eghnrstt,9,gents netts rents stern tenth tents terns tenths strength
8,strongly,glnorsty,11,glory gyros longs snort stony story tongs troys tyros strong strongly
8,stunning,ginnnstu,9,sting stung suing tings units using tuning sunning stunning
8,suburban,abbnrsuu,14,barbs barns brans burbs burns bursa unbar urban auburn busbar suburb unbars auburns suburban
8,suddenly,ddelnsuy,10,dudes duels dunes dynes lends nudes slued nudely sudden suddenly
8,surround,dnorrsuu,18,dons dour duns duos nods nous onus ours rods runs sour surd undo urns round sound rounds surround
8,survival,ailrsuvv,15,arils lairs liars rails rials rival vials viral virus vivas vulva rivals visual vulvar survival
8,swimming,giimmnsw,17,gins mini sign sing swig swim wigs wing wins minim minis swing wings miming minims wising swimming
8,symbolic,bcilmosy,17,blocs boils climb cloys coils combs limbo limbs limos moils sibyl slimy climbs cosily limbos symbol symbolic
8,sympathy,ahmpstyy,11,hasty maths mayst myths pasty paths patsy stamp staph tamps sympathy
8,tactical,aacciltt,14,acta tact tail talc tali tilt atilt attic cacti tacit lactic tactic cattail tactical
8,takeover,aeekortv,17,avert eater evert evoke orate ovate overt revet taker trove voter retake revoke overate overeat overtake takeover
8,taxation,aainottx,15,anti axon into iota nota taxa taxi tint taint taxon titan toxin anoxia attain taxation
8,taxpayer,aaeprtxy,15,apart apter expat extra party pater payer peaty prate repay taper taxer teary pretax taxpayer
8,tendency,cdeennty,15,dent deny ???? ???? ???? ???? ???? ???? need teed ????? ????? decent yenned tendency
8,tentacle,aceelntt,20,clean cleat eaten eclat elate elect enact lance latte leant tenet cattle enlace lancet lateen latent nettle talent tenace tentacle
8,terrible,beeilrrt,19,belie beret betel biter brier elite liter litre rebel relit retie tiler tribe trier belier retire riblet treble terrible
8,thinking,ghiiknnt,10,night ninth thing think hiking inking kiting knight hinting thinking
8,thorough,ghhoortu,9,grout ought outgo rough tough though trough through thorough
8,tiramisu,aiimrstu,17,arums astir marts ramus sitar smart stair stria strum tarsi trams trims atrium autism truism atriums tiramisu
8,titanium,aiimnttu,20,anti aunt main matt mini mint mitt mutt taut tint tuna unit ????? ????? taint ?????? ?????? ?????? minutia ????????
8,together,eeghortt,20,egret ergot ether greet other otter teeth there three throe torte troth getter ghetto hereto hetero hotter tether thereto together
8,tomorrow,mooorrtw,12,moor moot room root torr trow worm wort motor rotor morrow tomorrow
8,tortilla,aillortt,14,allot atilt atoll ratio tarot total trail trait trial trill troll tailor littoral tortilla
8,touching,cghinotu,19,chino cough count cuing ingot night notch ought thing thong tonic touch tough tunic hognut nought outing chuting touching
8,training,agiinnrt,15,giant grain grant iring tragi train airing gratin rating taring tiring ingrain raining ranting training
8,tricycle,cceilrty,17,cycle liter litre lyric lytic recti relic relit tiler trice cicely circle cleric cycler relict circlet tricycle
8,trombone,bemnoort,18,boner borne boron broom metro moron motor robot romeo tenor toner boomer enroot entomb mentor mooter reboot trombone
8,trustful,flrsttuu,20,furl furs lust rust ruts slur slut surf tuft turf tuts tutu furls strut ????? trust tufts tutus sulfur trustful
8,turnover,enorrtuv,20,outer outre overt rerun retro route rover tenor toner trove truer tuner voter return router tourer turner overrun overturn turnover
8,tweezers,eeerstwz,19,ester ewers reset resew sewer steer strew sweet terse trees trews weest wrest tweeze wester sweeter tweezer tweezes tweezers
8,ultimate,aeilmttu,11,atilt ileum latte matte metal title utile amulet mutate mutilate ultimate
8,unafraid,aadfinru,17,dinar drain farad fauna fraud fundi furan infra nadir naiad naira afraid durian farina radian unfair unafraid
8,unicycle,cceilnuy,18,clue inly lice lien ???? ???? lieu liny lune nice yule ????? ????? uncle cicely ?????? nuclei unicycle
8,unlawful,afllnuuw,15,fall faun fawn flan flaw ???? full lawn luau null ulna wall ????? ?????? ????????
8,urbanity,abinrtuy,21,aunty bairn brain briny bruin bruit brunt burnt rainy runty train unary unbar unity urban binary brainy nutria turban unitary urbanity
8,vacation,aacinotv,11,actin antic avant avian canto tonic action atonic cation vacant vacation
8,valuable,aabelluv,19,able bale beau bell blue ???? ???? ???? bull lava lave lube veal vela bulla label value bullae valuable
8,venomous,emnoosuv,17,menus meson monos moons moose moues mouse moves muons nevus noose omens ovens venom venoms venous venomous
8,violence,ceeilnov,13,clone clove coven liven niece novel olive voice voile cloven evince novice violence
8,volatile,aeillotv,17,alive allot atoll olive ovate valet villa viola vitae vital voila voile volte violet alveoli violate volatile
8,warranty,aanrrtwy,9,antra array tarry tawny warty arrant yantra warrant warranty
8,washbowl,abhlosww,10,bawls blahs blows bolas bowls halos howls shawl shoal washbowl
8,watchman,aachmntw,17,acta cant chat mach math than thaw want wham what chant macaw ????? match natch watch watchman
8,weighted,deeghitw,17,eight hedge hewed tweed wedge weigh white width wight withe wedgie weight whited widget withed weighed weighted
8,whenever,eeehnrvw,10,hewer nerve never newer reeve renew where evener veneer whenever
8,wherever,eeehrrvw,12,ever ewer here veer weer were whee hewer reeve where revere wherever
8,wildlife,defiillw,10,dwell field filed flied wield wiled filled lilied willed wildlife
8,windmill,diillmnw,11,dill limn midi mild mill mind mini wild will wind windmill
8,wineskin,eiiknnsw,10,kines kiwis nines nisei sinew skein swine wines winks wineskin
8,workshop,hkooprsw,17,hooks hoops poohs porks prows rooks shook spook spoor swoop whoop whops whoso woosh works whoops workshop
